rating,country,full_review,date,seller_rating,product_rating,shipping_rating,review_length,negative_sentiment_score,neutral_sentiment_score,positive_sentiment_score,compound_sentiment_score
5,United States,perfect 😍. so high quality. suggesta 😍,2021-04-09,0,5,0,38,0.0,0.508,0.492,0.8658
5,United States,great! they look and work like new.,2021-04-11,0,5,0,35,0.0,0.42,0.58,0.784
5,United States,outstanding. just as promised. noise cancellation is really impaste.,2021-03-24,0,0,0,68,0.0,0.519,0.481,0.7579
5,United States,good quality sound ... my are absolutely loves them!,2021-04-26,0,5,0,52,0.0,0.493,0.507,0.8012
5,United States,good good,2021-07-13,0,5,0,9,0.0,0.0,1.0,0.7003
5,United States,work great! work really good,2021-06-29,0,5,0,28,0.0,0.283,0.717,0.8217
5,United States,wow. phenomenal sound quality and features,2021-05-18,0,5,0,42,0.0,0.568,0.432,0.5859
2,United States,used battery. no good !! just got than. new look. fully charged and the battery lasted 1.5 hours !!!!!!!!,2022-03-05,0,1,0,105,0.25,0.75,0.0,-0.6875
1,United States,"this item sucks !!!!! amazon has given me the run arounds about review my refund after i returned the item a day late. do not buy !!!! they were boought and given as a gift and embrassingly do not work !!! amazon now is taking forever and lying to refund my order so i can purchase new uones through another company !!! do not buy !!!!! you think you get a good deal and the item is what it says “renewed” with static and does not work !!!!!! never will i try to purchase an electronic through amazon at a cheaper rate, it is not worth it !!!!",2021-07-29,4,4,4,543,0.076,0.837,0.087,0.3147
5,United States,you should my this. you should buy this is i was so happy when i get than they are so worth it,2020-09-01,0,0,0,94,0.0,0.734,0.266,0.8038
3,United States,okay. a lot of static,2021-03-12,0,0,0,21,0.0,0.678,0.322,0.2263
5,United States,excellent good came in original apple box with no scratches.,2021-02-27,0,5,5,60,0.129,0.351,0.52,0.7717
5,United States,"airpods pro. excellent product, good sound, easy link that with iphone",2021-02-28,0,5,0,70,0.0,0.457,0.543,0.8591
1,United States,it is ok. it is ok,2022-11-24,0,0,0,18,0.0,0.694,0.306,0.296
1,United States,"seller sold item that does not work and has refused us yet. the airpod case was cracked and gort back together nor did one of the airpods work. i return the item and the tracking information shows it was delivered to the seller weeks ago, we still have’t re -re -founded. 
 do not buy feom this seller !!!!",2022-06-13,0,2,2,306,0.056,0.944,0.0,-0.5216
4,United States,sound sound,2020-02-20,0,0,0,11,0.0,1.0,0.0,0.0
5,United States,amazing. best product i have used!,2021-05-06,0,5,0,34,0.0,0.325,0.675,0.8516
5,United States,like new. great price like new.,2021-05-05,0,5,0,31,0.0,0.248,0.752,0.8442
5,United States,very satiphecho. very good sound 👌,2021-05-25,0,5,0,34,0.0,0.289,0.711,0.8706
5,United States,noise cancellation is the best thing ever .... i can turn on the noise cancel and shoot my pistol and its quet ... i love the things. they make my 3 loud kid not be so loud !!,2020-02-24,0,5,0,175,0.093,0.718,0.19,0.7639
5,United States,great !!! love them. awesome purchase,2021-07-02,0,5,0,37,0.0,0.184,0.816,0.9357
5,United States,love my pros. i love love love my pros they are awesome,2021-02-13,0,5,0,55,0.0,0.251,0.749,0.9716
5,United States,"excellent refurbished product. came in pristine condition. after a month of use, everything has been working perfectly",2020-10-21,0,5,5,118,0.0,0.655,0.345,0.836
5,United States,great. noise cancellation,2021-06-10,0,5,0,25,0.0,0.328,0.672,0.6249
1,United States,"do not purchase renewed products -. airpods initially acted as if new, lastad about a month or so. now, they cannot connect and when they do connect batteries are at 0% and i have not recurre. expensive lesson!",2022-07-25,0,3,0,210,0.0,1.0,0.0,0.0
5,United States,worth it. perfect just like brand new! so worth it!,2021-02-05,0,5,0,51,0.0,0.349,0.651,0.88
5,United States,fabulous. fabulous,2021-07-06,0,0,0,18,0.0,0.0,1.0,0.7783
5,United States,great buy. gorks great!,2021-06-08,0,5,0,23,0.0,0.191,0.809,0.8588
5,United States,"great quality. like new works, sound great",2021-04-21,0,5,0,42,0.0,0.272,0.728,0.8934
5,United States,"excellent quality. excellent quality, clean, very nice work!",2021-04-09,5,5,0,60,0.0,0.229,0.771,0.9258
5,United States,cannot beat it for the price !!! awesome !!!! came earlier than expected !!!!,2021-04-28,0,5,5,77,0.0,0.712,0.288,0.7405
5,United States,amazing. vary good sounds quality and noise cancellaction is awesome.,2021-01-14,0,5,0,69,0.0,0.393,0.607,0.8957
5,United States,sounds great. sound is great,2021-05-24,0,5,0,28,0.0,0.268,0.732,0.8481
5,United States,great condition. was as warned! hardly any blemishes.,2021-03-30,0,4,0,53,0.168,0.48,0.352,0.5093
1,United States,"bad battery. battery works only 15 min! i charge them 5 times, same thing, full battery 15 min maybe even less",2022-09-23,0,1,0,110,0.159,0.841,0.0,-0.5848
1,United States,"you aren's saving money. these are scam products, not renewed or checked. broken or fake .. airpods coul net stay paired for more than a few seconds. guess the amazon renewed inspection lasts <5 seconds. 
 right airpod not work at all, dead in box. guess the amazon renewed inspection only tested how they sound while muted. 
 entire case and airpods were distusting - earwax overload. guess the amazon renewed inspection was done in a pitch black room. 
 order ended up coming from ""bargain pc"". i am covering it. nobody should ever considad be business with them. a quick scan of their store page reveals them flooding ""amazon renewed"" with tons of reviews of broken or fake products. how they are still allowed to operate on amazon is beyond me.",2021-02-14,0,1,1,748,0.153,0.777,0.069,-0.9485
5,United States,recommended. all good,2021-06-05,0,5,0,21,0.0,0.175,0.825,0.5719
5,United States,works well .. all good,2021-06-05,0,5,0,22,0.0,0.375,0.625,0.6124
1,United States,"do not buy, does not work. wastes money and shipping. the left renewed airpod does not work. keeps on having noise coming out of it whene it is in the ear, does not work good at all",2022-08-29,0,2,2,181,0.063,0.937,0.0,-0.3412
5,United States,great. work’s great,2021-06-15,0,5,0,19,0.0,0.109,0.891,0.8481
3,United States,"great earbud ... but. great product and service ... but, what i did not like is that i boought it and a day late tge price dropped by $ 20",2020-04-05,5,5,5,138,0.07,0.713,0.217,0.7604
1,United States,still defective. the airpods are still defective and do not hold a charge. they will go from 100% to 0%. also no refound option so i would not buy from this seller unless you like throwing away money.,2022-07-01,0,0,0,200,0.18,0.764,0.056,-0.6705
5,United States,"good product (renewed). good quality, lasting battery and nitid sound!",2021-03-09,0,5,0,70,0.0,0.568,0.432,0.7263
5,United States,they are the real things. i love the fact that they active work and are actually the real brand airpods but the packaging could be better but over all the are great!,2020-02-07,0,5,5,165,0.0,0.663,0.337,0.9354
5,United States,! nice,2021-06-10,4,4,0,6,0.0,0.244,0.756,0.4753
5,United States,awesome. exactly what i expect!,2021-03-20,0,5,0,31,0.0,0.477,0.523,0.6588
5,United States,"renewed, but look like and felt brand new. they look brand new",2021-04-10,0,4,0,62,0.0,0.772,0.228,0.5023
5,United States,great christmas gift!. i ordered these to christmas gift. it says renewed but it looks and sounds like brand new. great sound. great noise cancellation. these are with the wireless charging case.,2019-12-26,0,5,0,195,0.0,0.55,0.45,0.9694
5,United States,"worth the money. great sound quality, noise cancellation awesome",2021-03-18,0,5,0,64,0.0,0.373,0.627,0.8779
5,United States,improved. much better than the original,2021-03-11,0,0,0,39,0.0,0.265,0.735,0.8074
1,United States,they look fine but do not work. noise cancellation does not work at all and the speakers crackle before its even halfway turned up,2022-10-10,0,4,0,130,0.0,0.943,0.057,0.1027
5,United States,"just like the description. good quality, thanks.",2021-05-13,0,5,0,48,0.0,0.325,0.675,0.8074
1,United States,"cheated. that is fine but they stopped working the next day so 
 i give a star ⭐️ for bad service",2022-09-10,1,1,1,97,0.347,0.6,0.053,-0.8338
1,United States,"awful. why do the sound like i bought a pair of scull candy earbuds at the dollar store. these were the biggest pieces of you know what and without knowing the price you could say these are maybe 40 max. horrible sound quality. outrageous price for renewed airpod pros ken you can get a brand new pair for under $ 130. also, howyn these were renewed new audio supplements were put into the earbud. not the original apple audio product but after market price of once again that maybe cost you $ 15 to buy and build. when compared to airpod pros from the apple store thanmselves, they sound so incredibly different it is hilarious. vary poor effort, but at least you tried.",2020-11-25,1,1,0,671,0.089,0.871,0.04,-0.6789
5,United States,satisfied customer. awesome quality,2021-05-27,0,5,0,35,0.0,0.225,0.775,0.7845
5,United States,good buy. i love them!,2021-04-22,0,5,0,22,0.0,0.289,0.711,0.8122
5,United States,great quality. great product with excellent sound quality,2021-03-18,0,5,0,57,0.0,0.296,0.704,0.9169
1,United States,"buzzing in right airpod. like a lot of oher people mentioned, my product was defected and was not renewed. the right airpod had buzzing/ crackling right off the bat when noise cancellation or transparency was activated. if you want to take the risk of having a faulty product, the spending less might be worth it. however, and return my production and decided to just buy a new pair for 20 dollars or so more.",2022-04-10,2,2,0,409,0.088,0.844,0.068,-0.3947
1,United States,"extremely loud crackling noise in the right earbud .. every time i talk or liste to music, the buzzing wouled come back to the right earbud. it is unfortunate, i thought since it was renewed they would look over earbuds. apparently not. also, the earbuds were named as, ""bryan's airpods pro"". kind of weird that they would keep that in and not reset it. the airpods themselves came covered in a white ress and the painting was chipping off of the case. usually when i get renewed technology, they never come in terrible shape so i was also confident in this one as well. definitely going to return tohe.",2021-05-17,0,5,5,603,0.042,0.869,0.089,0.6768
5,United States,good deal. good deal,2021-05-26,0,5,0,20,0.0,0.256,0.744,0.7003
1,United States,"broken in box .. i do not like leaving bad reviews, but this is a bit ridiculous, even for me. 
 they were non-functional on arrival. they wouledn't turn on, and the case wouledn't charge. there was to considerable amount of black grime (i am assuming accumulated dirt) in the smaller nooks and crannies strewn about the case. just about the only clean thing was the pods themselves, but i never got the chance to use them, for the reason i stated above. it may be that i ended up with a one-in-a-million flike doubt product, but judging by sum of the other reviews i am guessing that is not the case. buyer beware!",2021-03-24,0,1,1,615,0.147,0.81,0.043,-0.9078
1,United States,fake! these are fake and not renewed apple airpods!,2022-10-27,0,0,0,51,0.492,0.508,0.0,-0.7772
5,United States,great sound! i love the sound quality.,2021-03-20,0,5,0,38,0.0,0.368,0.632,0.8622
2,United States,awful i was excited to get my pods it conducted the had arrived and no one knew where they were. delivery was three day late. then i unboxed thm to find out the box woldn’t charge. after two days the pods wouledn’t charge eithher. so is disappointed,2021-03-31,0,1,1,249,0.159,0.797,0.044,-0.7334
5,United States,not fake. it is amazing. and relatively cheap when compared from buying off apple.,2020-11-04,0,5,0,82,0.0,0.654,0.346,0.7472
5,United States,"where haves been all my life. perfect, use almost daily. recommend highly",2021-02-27,0,5,0,73,0.0,0.628,0.372,0.7115
5,United States,"another happy purchase!. product came with original box, earbuds and lighting charger cable. it is works perfectly! definitely worth the price! 100% satisfied!",2020-06-17,0,5,5,159,0.0,0.475,0.525,0.9569
5,United States,perfect refurbished. absolutely perfect,2021-05-13,0,5,0,39,0.0,0.206,0.794,0.8268
