username,rating,initial_statement,country,verified,review,usefulness,date,positive
Rat M.,1,Don’t buy item!!! They barely lasted 9 months!,United States,1,The right ear bud stopped working after 9 months! All I get is static. I contacted them & they said there is nothing they can do it’s past 90 days. Don’t waste your money on something that isn’t going to last a year.!!! It’s so frustrating !!! Just buy a new set of AirPod pros.,0,2021-09-22,0
ahmed kamal,1,I didn’t expect to receive that bad product status,United States,1,"I have purchased 2 as gifts to 2 friends and when I unpacked them I realized how many scratches the case it has, I am so disappointed as I didn’t expect such bad quality. The problem is I have traveled abroad to meet my friends and I cant give them such product.",1,2021-10-23,0
jimmycatboy,5,Great sound,United States,1,"Well pleased awesome sound for the money.
These do fit in the ear better,",0,2020-02-05,1
Hunter C.,1,Most likely stolen and re sold,United States,1,"They work just fine, but they were registered under another apple ID and my phone popped up multiple times and said ""the owner of the airpods can see your location"" meaning I was being tracked. DO NOT BUY for your own safety.",0,2022-01-19,0
Monica,1,No funciona uno,United States,1,Tiene un ruido,0,2022-09-08,0
F.M. Clark,2,Not as good as expected. Maybe because they were @renewed”,United States,1,Returned the item after a few weeks and bought the previous version. So much better..,0,2021-09-02,0
Jaylyn sharp,1,SOLD ME BROKEN AIRPODS,United States,1,WILL NOT CONNECT TO MY PHONE! Called apple and the history of the AirPods were INSANE! I want my money back IMMEDIATELY! DONT FORGET TO READ REVIEWS BEFORE BUYING! I learned my lesson!,0,2022-04-08,0
Amazon Customer,1,Absolutely horrible,United States,1,"Absolutely horrible, I ordered these thinking I would receive the product listed above only to pay high dollar and get AirPods that are dirty, one completely missing an the case is destroyed what a waste of my money dissatisfied what an embarrassment to the company an poor quality control an pre packaging. So disappointed would not recommend",0,2021-08-21,0
Miguel Rodriguez,1,Could not get them to hook up to my phone.,United States,1,I know they are renewed but the case was in really bad shape and i couldnt get the airpods to hook up to my phone. It would freeze my phone. Going to buy new ones now that hey are cheaper on black friday.,0,2021-11-26,0
Deepak Monger,1,Bad item.,United States,1,I thought it was a good price for AirPods but literally two days after I used them they started messing up. Battery barely lasted one hour and the right ones sound was so low.,1,2022-04-01,0
Finn n Jake,5,Good seller very reliable,United States,1,It was perfect band new !!! Good job will come back again .,140,2019-12-29,1
Chany Marin,1,Pésima compra,United States,1,Esta en muy mala condición estoy muy molesta.,0,2022-07-29,0
Brooke,1,worst purchase ever,United States,1,horrible. i got them and a week later broke. not worth the money.,0,2022-07-20,0
Courtnae Jackson,5,Great comfort!,United States,1,Yes! These are comfortable and the sound is excellent!,0,2020-04-22,1
Jose Francisco Morales,5,*****🇺🇸🎼🎸🎤T best sounds so far 🤔🥁🎹🎶🇺🇸*****,United States,1,*****🇺🇸🎼🎸🎤So far 🤔it’s T best but not waterproof like some other 😢🥁🎹🎶🇺🇸*****,0,2020-02-16,1
Amir K,2,Nah,United States,1,The right ear makes a weird sound but when i put noise cancellation the weird sound stops.,0,2021-06-29,0
Ian S.,1,Noise cancellation didn’t work - arrived tied to someone else’s iPhone,United States,1,"Clearly this product wasn’t fixed at all. It was still labeled as “Robert’s AirPods” when I opened them for the first time. The right ear has a tunnel sound when noise cancelling is on, indicative of the first round of AirPods Pro that had this problem. Makes me suspicious that no one is bothering to fix these but is instead reselling them to people like me who don’t want to bother returning them.",1,2021-04-15,0
Bridget Stewart,1,DOESNT WORK WONT LET ME RETURN,United States,1,About $200 down the drain with this stupid purchase. I thought it was a great deal but the seller doesn’t respond and they came broken. I did everything to try and get them to work. If you buy apparently you can’t return. I’m very upset!,0,2021-11-04,0
karen berend,1,Audio was shutting on and off,United States,1,Audio was terrible,1,2022-09-02,0
Federico,5,Excelente estado,United States,1,"Excelente producto, casi nuevo",0,2020-07-23,1
Hector Fernando,2,Malos,United States,1,Funcionaron bien por un mes se descargan muy rápido y se descarga mas rapido el derecho que el izquierdo utilizando los dos el mismo tiempo,0,2021-03-12,0
Ng M.,5,I’m loving it!,United States,1,I’m loving it!,0,2020-09-01,1
ITO,2,If these damn things would stay in my ears they would be perfect.,United States,1,"These are almost flawless, I love everything about them with the exception that they just will not stay in my ears.",0,2021-04-25,0
Eleuterio Plasencia Perez,5,Está muy bien,United States,1,Muy buen sonido,0,2020-09-06,1
Emily Lyons,1,Do not purchase!,United States,1,I never make reviews… but this has been awful… I received the pods and they looked brand new. But the sound quality is awful and the right AirPod does not connect. I’m trying to return it but it’s been 4 months and have not received an notification that they got the product back…,0,2021-08-12,0
Kevin France,1,Bust. Don’t Buy These.,United States,1,"Can’t explain how bad this experience was.
Got these in the mail, and thought I was set. Started listening to them and the right earbud was broken. Buzzing and crackling and generally sounding bad. The eartips are also not in original packaging which makes me think even more these aren’t original Apple products. The serial number check didn’t go through so another knock. Returned and need my refund to buy REAL air pod pros. Terrible experience.",2,2021-03-09,0
Jaime Anaya,1,AirPod pro,United States,1,I have some issue with the product they don’t work well they look nice and clean they look beautiful but only the left side is working the Right side did not working I would like to return it or exchange or get my money back thank you,0,2021-12-05,0
mauro cardoso,5,Excellent option to buy and save!!!,United States,1,"The AirPods are in excellent condition, they seem as new!! Fantastic!!!",3,2020-03-09,1
Anna,1,Right AirPod came defective,United States,1,I had high hopes. This right airpod won’t connect or charge. Defective.,0,2022-07-14,0
Amazonian,1,Fake!,United States,1,After taking these AirPods to the Apple Store (because the case would not charge wirelessly) it turns out the are counterfeit. DO NOT BUY!,0,2022-05-13,0
Jose B.,1,Document with video unboxing,United States,1,"One earpod was very bad quality. Connecting to the phone was easy but as you can see, one part of the item is fake and makes the entire thing kind of pointless. Neither seller nor amazom will accept a return or refund. Paid 180 for it not to work",0,2021-09-01,0
jill,1,Didn't work.,United States,1,Didn't work. Returned and bought new ones.,0,2022-08-07,0
Sigmund,5,Very good,United States,1,I like loud music. Maybe the sound could be a little louder.,1,2020-02-08,1
Isaiah,1,Do not waste your time purchasing,United States,1,The case does not hold a charge. The right ear pod is has static the sound is horrible. In order to return you have to wait an additional 2-3 days to return. Do not I repeat do not purchase it’s a waste of time.,1,2021-10-31,0
Jonathan Moya,1,Renewed My behind.,United States,1,Everything seemed nice except when tried to pair my AirPods with my iPhone 12 it wouldn't detect the right AirPod pro only the left and I tried everything from YouTube to google on how to pair it and that was a no go. Myfriends AirPods Pro worked great and paired easily with my iPhone so Its obvious my AirPods Pro were defective or damage.,1,2021-05-15,0
Boka10,2,Low battery,United States,1,the battery discharges too fast,0,2021-11-05,0
Arian,1,Bad battery life,United States,1,Hi i just can say DO NOT BUY THIS AIRPOD my right AirPod dies less than 30 mins and the condition of this air pod is like someone used it for a year and also they will not replace this item,1,2021-11-17,0
$TIMHEELANGENDERFERs,2,Missing my two 1 star air pod pros each because the stupid case lost them.,United States,1,I dont like not being able to recover evidence that scraping small.,0,2021-07-29,0
Desi,1,Check for Quality Yourself,United States,1,"There was a constant buzzing, static, and wind whirling noise in both earbuds. I tested to see if that sound stopped if music was paying. The sound does not stop. I just want to know who said these were okay to sell in this condition",1,2021-10-15,0
Caroline,1,Original owner did not remove item from account,United States,1,The original owner has not removed the item from their apple account and can track the location at all times.,0,2022-05-26,0
M. Zaghari,1,Static and buzzing sounds everytime you touch them or if they move at all.,United States,1,Static and buzzing sounds everytime you touch them or if they move at all. Tried returning but kept routing me to “support” instead of letting me return them. Save your headache. Just buy them New.,0,2022-02-06,0
Collin,1,Product Verification,United States,1,"The Airpod Pros that I received from them had come in faulty. The left Airpod worked perfectly but the right one would vibrate like crazy after having the volume louder than 45% and if you played anything with bass, you would get an annoying screeching/booming in your ear while the AirPods also crackled and popped, then would proceed to lose audio then return with screeching again.",2,2021-05-01,0
PATRICIA CHORJEL,5,👍🏼,United States,1,Great product,0,2020-09-03,1
lmc9008,1,"Avoid! Returned - wouldn't pair with phone and they were dirty, buds full of old ear wax.",United States,1,"My teenage son saved up his money to buy these, so when he opened the box, he was upset to find that not only would they not pair with his phone, one didn't work at all, and they were both dirty and had old ear wax in the bud. Absolutely disgusting. Why see these like this? At lease disclose that they are dirty/not working before you sell them. They went back the next day. Still waiting for our refund.",1,2020-12-28,0
Wilson Tello,2,Audífonos,United States,1,Se caen a cada rato de los oídos,0,2021-11-29,0
diana marcela perez mera,1,Pésimo no lo recomiendo no gasten su dinero,United States,1,Recibí un producto NO original defectuoso los audifonos tienen ruido de fondo llegaron sucios y con las almohadillas incompletas No justifica el valor para los que compran fuera de USA debemos asumir los gastos de envío q son similares al de la compra porq no hay respaldo de Amazon ni del vendedor en conclusión perdí mi dinero,0,2021-06-21,0
Eric Cagle,5,Buy these,United States,1,These headphones are great mine came brand new,168,2019-12-25,1
Jacorey,1,They sell defective products don’t waste your time and money,United States,1,The AirPods barely function they’re nothing like new,0,2022-07-27,0
Amazon Customer,2,It looks used,United States,1,"I don't if there new, but it look like it was used. The battery runs out fast.",0,2021-05-28,0
Francisco,1,What does Renew even mean more like used,United States,1,"Extremely disappointed in this product how was this even allowed to be sold I will never know.
The box is damaged the pods case is dirty there is hair in the pod case. Worst part item can’t be returned.",0,2021-12-05,0
