username_name,username_rating,username_inital_statement,username_country,username_verified,username_review,username_usefulness
Amazon Customer,1.0 out of 5 stars,Still tied to someone’s Apple ID and he could track me.,"Reviewed in the United States 🇺🇸 on August 28, 2022",Verified Purchase,Loved the product and condition upset about slow return process. Money tied up and no AirPods was a birthday gift from husband.,
Justin Boepple,5.0 out of 5 stars,SUPER DUPER HIGH QUALITY A+ 5GOLD STARS,"Reviewed in the United States 🇺🇸 on March 20, 2021",Verified Purchase,Love them just like new,
TanitaA25,5.0 out of 5 stars,Great!,"Reviewed in the United States 🇺🇸 on February 18, 2021",Verified Purchase,Works amazing! Hubby loved them!,
Daniel Sotelo,5.0 out of 5 stars,Shopping on a budget,"Reviewed in the United States 🇺🇸 on February 21, 2021",Verified Purchase,Great sound for a great price!!!,
Mark Deshields,3.0 out of 5 stars,Little bit to much for your money,"Reviewed in the United States 🇺🇸 on June 25, 2020",Verified Purchase,Same as the first one only difference is waterproof i think other one is better,
albert baray,5.0 out of 5 stars,Great product,"Reviewed in the United States 🇺🇸 on January 15, 2021",Verified Purchase,Gifted to family member and there loving them.,
moises,5.0 out of 5 stars,Very good,"Reviewed in the United States 🇺🇸 on April 20, 2021",Verified Purchase,Very good,
Misty Russell,1.0 out of 5 stars,I paid for an empty box!,"Reviewed in the United States 🇺🇸 on July 18, 2022",Verified Purchase,"I bought these as a birthday present. Thank God I looked in the box before wrapping it! It was empty! No Air Pods just a box, and a charging cord.",
christy kokeh,5.0 out of 5 stars,Important to know that it will work with my android phone,"Reviewed in the United States 🇺🇸 on April 17, 2021",Verified Purchase,Fits better,
Christy Craig,5.0 out of 5 stars,Pretty great purchase,"Reviewed in the United States 🇺🇸 on February 11, 2021",Verified Purchase,Battery life seems a little shorter,
Michelle Smith,1.0 out of 5 stars,Would not connect to phone. Should not have purchased refurbished product.,"Reviewed in the United States 🇺🇸 on September 16, 2022",Verified Purchase,Would not pair with phone. Apple support unable to resolve. Should never have purchased refurbished product. Very disappointed.,One person found this helpful
jenna compton padua,5.0 out of 5 stars,))),"Reviewed in the United States 🇺🇸 on September 27, 2020",Verified Purchase,"Headphones are cool, everything was quickly delivered very happy. I recommend it!!!",
Josh Dachs,5.0 out of 5 stars,Extremely convenient,"Reviewed in the United States 🇺🇸 on April 28, 2021",Verified Purchase,Excellent product,
Sixty nine,5.0 out of 5 stars,Got what I wanted,"Reviewed in the United States 🇺🇸 on January 10, 2020",Verified Purchase,"Bought refurbished. It was a tremendous price increase when stock was nothing, but now they’re a lot cheaper. Didn’t take long to arrive and work perfectly!",
Alejandro,1.0 out of 5 stars,SIGUEN CONECTADOS AL APPLE ID ANTERIOR,"Reviewed in the United States 🇺🇸 on August 20, 2022",Verified Purchase,"Pensé que era un producto nuevo refurbished, para mi sorpresa no solo es usado, si no que sigue conectado al Apple ID anterior.",
Amazon Customer,5.0 out of 5 stars,I love it,"Reviewed in the United States 🇺🇸 on March 2, 2021",Verified Purchase,The sound quality is great,
Hearish Murad,5.0 out of 5 stars,Good,"Reviewed in the United States 🇺🇸 on April 20, 2021",Verified Purchase,Not bad,
Alejandro M.,5.0 out of 5 stars,En Perfectas Condiciones,"Reviewed in the United States 🇺🇸 on May 31, 2020",Verified Purchase,"Excelente producto, todo vino super bien y llego antes de los esperado, gracias por el buen servicio. Sigan asi!🤩",
Skeet,5.0 out of 5 stars,Fast delivery...,"Reviewed in the United States 🇺🇸 on March 13, 2021",Verified Purchase,Excellent condition.....great value.,
Phi,5.0 out of 5 stars,Why pay more,"Reviewed in the United States 🇺🇸 on April 27, 2021",Verified Purchase,Excellent value,
Cassandra Ware,5.0 out of 5 stars,Works like normal,"Reviewed in the United States 🇺🇸 on February 7, 2021",Verified Purchase,Looks very clean and works amazingly,
Amazon Customer,2.0 out of 5 stars,Gross,"Reviewed in the United States 🇺🇸 on October 18, 2021",Verified Purchase,I don’t mind buying refurb. Most of the time they are just like new. Do you think you could clean the case and not leave earwax rings?,One person found this helpful
Winnys,5.0 out of 5 stars,It’s original,"Reviewed in the United States 🇺🇸 on December 5, 2020",Verified Purchase,Looks like new I’m very happy with the item,
Redmann Arel,1.0 out of 5 stars,Right airpod broken,"Reviewed in the United States 🇺🇸 on September 24, 2022",Verified Purchase,Headphones came to me with a pretty bad buzzing sound in the right airpod,
Angel,1.0 out of 5 stars,HORRIBLE,"Reviewed in the United States 🇺🇸 on November 12, 2021",Verified Purchase,I don’t recommend!! My AirPods doesn’t have battery life dies in 20 mins of listening! Just get the new thing I been trying to get a refund or replacement! The 90 day warranty guarantee is a lie because I bought these under the warranty and they won’t do no refund or replacement I don’t understand why mention that if your not going to keep your promise I DEFINITELY DONT recommend just get new pair! I’m still trying to return mines!,2 people found this helpful
Rosalinda Howard,5.0 out of 5 stars,Nothing my son loves his Bluetooth,"Reviewed in the United States 🇺🇸 on March 10, 2021",Verified Purchase,Nothing everything is great,
Maria Landeros,5.0 out of 5 stars,Glad I made the purchase,"Reviewed in the United States 🇺🇸 on March 24, 2021",Verified Purchase,Love the sound!,
Derrick,2.0 out of 5 stars,Not Clean !,"Reviewed in the United States 🇺🇸 on May 18, 2021",Verified Purchase,Still not sure if I want to use the AirPods. The refurbishment was extremely poor. There was still hair and earwax when I opened them🤮. Since then I’ve cleaned them but I’m still iffy about using them.,
Janire Berges,5.0 out of 5 stars,AirPods,"Reviewed in the United States 🇺🇸 on April 6, 2021",Verified Purchase,Perfect 🤩,
Leneal03,5.0 out of 5 stars,Great quality at a nice price,"Reviewed in the United States 🇺🇸 on January 19, 2021",Verified Purchase,Price and quality were great,
Scalet,5.0 out of 5 stars,Good,"Reviewed in the United States 🇺🇸 on February 25, 2021",Verified Purchase,Better than new.,
s.reb,2.0 out of 5 stars,Problems after a month,"Reviewed in the United States 🇺🇸 on July 26, 2021",Verified Purchase,I’ve had these for a little over a month and they were working great. All of a sudden I get a weird glitchy noise in one of the ear phones.,
Mrs. Wilson,1.0 out of 5 stars,DO NOT BUY!!! RIP OFF,"Reviewed in the United States 🇺🇸 on August 12, 2022",Verified Purchase,"This product was NOT tested to ensure that it was in excellent condition, as they claimed! Sounded like everything was underwater. I’m",
Aurelio Chavez,5.0 out of 5 stars,No comment,"Reviewed in the United States 🇺🇸 on April 24, 2021",Verified Purchase,Personal,
Amazon Customer,5.0 out of 5 stars,Good,"Reviewed in the United States 🇺🇸 on April 28, 2021",Verified Purchase,Good,
Christian,1.0 out of 5 stars,"Pésima batería, sonido espantoso","Reviewed in the United States 🇺🇸 on September 12, 2022",Verified Purchase,"No funciona la cancelación de ruido, se descarga sin usar. El micrófono no sirve. Decepcionado",
Thanh vu,5.0 out of 5 stars,Good,"Reviewed in the United States 🇺🇸 on April 27, 2021",Verified Purchase,Good,
johan,1.0 out of 5 stars,NO SE PUEDEN ENLAZAR,"Reviewed in the United States 🇺🇸 on September 8, 2022",Verified Purchase,Los airpods no se pueden enlazar no funciona ! No hay manera de conectarlos ! No se enlazan,
lpnalda,5.0 out of 5 stars,Nice if you can afford the price,"Reviewed in the United States 🇺🇸 on January 26, 2020",Verified Purchase,"Love having the option of transparency or noise cancellation. They can still fall out though, so be careful! They are expensive!",
nicolas fanlo quintar,5.0 out of 5 stars,A,"Reviewed in the United States 🇺🇸 on April 15, 2021",Verified Purchase,A,
Alexis,1.0 out of 5 stars,Not original AirPods Pro,"Reviewed in the United States 🇺🇸 on October 20, 2022",Verified Purchase,There are not genuine AirPods Pro,
Kenneth smith,1.0 out of 5 stars,AirPods pro,"Reviewed in the United States 🇺🇸 on August 15, 2022",Verified Purchase,My AirPods wouldn’t even connect to my phone even when it says on the page that there tested before they sell them,
Duane Kelley,5.0 out of 5 stars,Works awesome,"Reviewed in the United States 🇺🇸 on March 26, 2021",Verified Purchase,Works amazing!,
Dereck Rojas Murillo,5.0 out of 5 stars,Very good,"Reviewed in the United States 🇺🇸 on March 3, 2021",Verified Purchase,Very good condition,
Lina Silva,5.0 out of 5 stars,AirPods Pro excelente estado,"Reviewed in the United States 🇺🇸 on February 15, 2021",Verified Purchase,"Son excelentes, como nuevos",
Janet L. Francis,1.0 out of 5 stars,Stopped working after 1 day!!,"Reviewed in the United States 🇺🇸 on April 24, 2022",Verified Purchase,"Overall, there are 5 reasons that I returned this.
1. They quit holding charge.
2. The light stopped working all together.
3. It would not let me switch from transparency mode to noise cancellation.
4. They wouldn't connect to already paired devices.
5. They weren't new, or handled well.",
Maria Roman,5.0 out of 5 stars,Great purchase,"Reviewed in the United States 🇺🇸 on October 13, 2020",Verified Purchase,"Awesome purchase definitely satisfied, wouldn’t have known they were renewed..",
Peach,1.0 out of 5 stars,Fake renewed,"Reviewed in the United States 🇺🇸 on September 20, 2022",Verified Purchase,Received a fake refurbished pair. Returning and will be receiving my money back!,
kwang-jin KIM,5.0 out of 5 stars,good,"Reviewed in the United States 🇺🇸 on April 5, 2021",Verified Purchase,gooooooood~~~,
Atlas,1.0 out of 5 stars,People still steal…SHOCKING!!,"Reviewed in the United States 🇺🇸 on September 1, 2022",Verified Purchase,MAKE SURE THE ACTUAL AIR PODS ARE IN THE CASE MY GOD!!! Way to ruin someone’s days,
Brian Block,5.0 out of 5 stars,Exactly as expected.,"Reviewed in the United States 🇺🇸 on December 1, 2020",Verified Purchase,Just like brand new. Very pleased.,
John,1.0 out of 5 stars,Returned,"Reviewed in the United States 🇺🇸 on September 10, 2022",Verified Purchase,"Product had buzzing in one ear. Refurbed? Lack of quality control, yes.",
Darnell M.,5.0 out of 5 stars,Love my air podz to seat can't wait till next gen,"Reviewed in the United States 🇺🇸 on March 27, 2021",Verified Purchase,Sick,
frank garcia,5.0 out of 5 stars,Noise cancellation is awesome,"Reviewed in the United States 🇺🇸 on November 6, 2020",Verified Purchase,So far so good not to bad,
Dave,1.0 out of 5 stars,Useless,"Reviewed in the United States 🇺🇸 on May 21, 2022",Verified Purchase,"Noise counseling does not work, bill quality and a microphone is absolute crap I am sorry about Apple, and Amazon should’ve made a better job crafting this because for what it’s worth this things are awful",
Maria,5.0 out of 5 stars,Perfect,"Reviewed in the United States 🇺🇸 on March 17, 2021",Verified Purchase,Loverrrr,
Nilda,5.0 out of 5 stars,the sound,"Reviewed in the United States 🇺🇸 on February 20, 2021",Verified Purchase,great quality,
Alauna J.,5.0 out of 5 stars,yes,"Reviewed in the United States 🇺🇸 on January 14, 2021",Verified Purchase,i loved them,
M. Etu,1.0 out of 5 stars,These are lousy. They don’t stay in the ear.,"Reviewed in the United States 🇺🇸 on September 27, 2022",Verified Purchase,These are lousy. They don’t stay in the ear,
Claudia Gatica,1.0 out of 5 stars,Buyer beware!,"Reviewed in the United States 🇺🇸 on September 7, 2022",Verified Purchase,"Only one worked, had tracking device, I am still waiting for my refund. Buyer beware!",
luis postigo,1.0 out of 5 stars,No lo compren,"Reviewed in the United States 🇺🇸 on June 18, 2022",Verified Purchase,"Al colocarlo uno se da cuenta que algo no anda bien, auricular derecho dañado, sonido rasposo y muy chillon como si estuviera rajada la malla que transmite el sonido, lo devuelvo",
Becky miller,1.0 out of 5 stars,It works okay but the right airpod doesn’t make a sound,"Reviewed in the United States 🇺🇸 on September 28, 2022",Verified Purchase,I love how I put both airpods and the silence goes off but there’s no sound from the right airpod just absolute silence.,
